story_num,story_version,abstract,variant_group
265,s265,"Orphaned heroine dislikes proposed husband--Help at grave (of parents). Voice bids her make gown of crow's hills, take wishing-rod and escape to foreign land --Heroine disguise-- Heroine flight--Menial heroine--Prince throws comb, water-tub, brush, at heroine--Magic dresses--Meeting-place (ball)--Token objects [except brush] named-- Threefold flight--Lovesick prince, is watched in turn by servants; is enraged at sight of heroine. Disguise removed; recognition--Happy marriage.",Db
266,s266,"Heroine, Danish princess, may not wed her lover, English prince--Help at grave (mother's)--countertasks (from father)--Rank dresses, and crowskin gown--Heroine flight to England; magic formula--Menial heroine (kitchen-maid) --Meeting-place (church)--Threefold flight--Lost shoe and half of finger-ring obtained by prince--Recognition food contains other half of ring--Happy marriage.",Db
267,s267,"Outcast heroine, because father is disappointed of heir-- Heroine disguise (catskin dress)--Rank dresses hidden in forest-- Menial heroine (scullion)--Cook throws basin of water at heroine; beats her with ladle; with skimmer--Meeting-place (ball)--Token objects named--Threefold flight--Third time young lord follows heroine, hides in forest and spies--Lovesick lord--will only be nursed by Catskin -- Happy marriage -- Mother-in-law taunts heroine with poor parentage.--Husband seeks her father, who, now bereft of wife and children, joyfully owns outcast daughter.",Db
269,s269,"Heroine, greatly beloved by father, is never allowed to go out--Witch nurse aid--(countertasks); heroine asks father for wooden den and bearskin--Heroine disguise--Heroine flight-- Hunting prince takes heroine to palace--Magic dresses, procured by means of wand--Meeting-place (ball)--Threefold flight-- Prince follows; is detained by (1) thick mist, (2) heavy deluge, (3) furious wind--Lovesick prince--Recognition food contains ring given at third ball--Happy marriage.",Db
271,s271,"Heroine is daughter of exiled prince must earn her living-- Sorceress-godmother aid -- Magic dresses in nuts -- Menial heroine (in nobleman's service)--Meeting-place (ball)--Heroine neglects to get horse ready; master's son strikes her with (1) bridle, (2) saddle, (3) stirrups--Token objects named--Threefold flight--Heroine strikes master's son with whip; throws sand in his eyes--lovesick prince--[Recognition food]--Heroine asks to prepare food; is not allowed; dons magic dress; appears to invalid--Happy marriage.",D
272,s272,"Sorceress-godmother invites heroine to live with her--[countertasks]--She must first get Magic dresses from father--Heroine disguise (wooden dress)--Heroine, forgetting injunction, exclaims, ""Jesus, Marie!"" is thrown by sorceress-godmother into king's garden; eats oranges; is discovered by prince; implores king's pardon--Menial heroine (poultry-girl) (ball)-- [Threefold flight]-lovesick prince--Recognition food (contains three rings given at three balls)--Happy marriage.",D
273,s273,"Ill-treated heroine (by parents and elder sisters)--Eldest sister, sent to fetch fire, returns without it, after having disregarded voice, damaged food in cave, and kicked dog, who has thereupon bitten off her hand. Second sister acts similarly, and dog bites off her nose--Heroine replies civilly to voice, cooks food, eating none till giant gives permission. Being terrified in dog's lair, heroine rests at giant's side. Giant thereupon transformed to prince. Heroine burns troll's-shape, breaking spell. Prince gives heroine shining tunic to wear beneath rags, and costly attire, which sisters afterwards take away from her--Heroine returns home with fire--Prince, as master of vessel, comes to fetch heroine. Elder sisters, attired in heroine's finery, are shown him; he detects loss of hand and nose. Heroine fetched. Prince tears off rags, revealing tunic--Villain Nemesis. Elder sisters are stripped of finery, and given heroine's rags--Happy marriage.",D
274,s274,"Ill-treated heroine by grandfather, because of her resemblance to mother who died at her birth. She spends her days with goose-herd, her greatest friend. Grandfather goes to meet king. Heroine weeps that she may not go too. Herd-boy proposes to take her. On the way a rich youth (who is king's son) enquires of them the way to king; falls in love with Tattercoats and wants to marry her. Persuades her to go that night to ball with her geese, and in torn petticoat with bare feet, and promises to dance with her--Meeting-place (ball). Herd-boy plays his pipe, and heroine's rags become silk, and gold crown sits on her golden hair; geese are transformed to page-boys bearing her train-- Happy marriage.",D
275,s275,"Voice from nut-tree threatens father if he does not give one of his three daughters to marry king of France. Eldest daughter refuses --Voice threatens again. Second daughter refuses-- Voice threatens third time. Youngest daughter consents conditionally--countertasks--Magic dresses--Heroine also demands gold plate, goblet, knife and fork, and golden spinning instruments--King leaves bride after church ceremony. If he should not return in nine years she must seek him--After eight years and one month bride begins quest. Finds ass skin--Heroine disguise--Washerwomen direct her to church where king of France is being married.--As recompense heroine washes sooty cloth white--Heroine meets king leaving church; asks if he remembers what he said to her father. Priest adjures him to confess if previously married. King says no. Bride engages heroine as turkey-girl--Menial heroine--Heroine bribes queen with golden gifts and magic dresses, and three nights sleeps with king, who has had sleeping draughts and does not hear her questions. Third night he has less potent draught and replies. Queen sent to her own home with bribes--Happy marriage.",D
276,s276,"Heroine may not wed prince; king shuts her up in cave with seven maidens, a dog, and victuals for seven years. She digs way out; rides on bear to charcoal-burners--Menial heroine (poultry-girl at castle)--Bride sends heroine to church in her stead; cannot afterwards repeat words said on the way, or show gold chain which prince has locked round heroine's neck-- Recognition--Happy marriage.",D
278,s278,Widower wishing to marry again gets rid of three daughters by shutting them up in tower. Eldest daughters die of starvation; youngest signals to ship and is rescued by captain--Old woman aid--Menial heroine (carries water for king)--Heroine disguise (horse-skin)--Heroine dresses for three balls in elder sisters' clothes --Meeting-place (ball)--Lovesick prince--Recognition food (containing ring given at third hall) --Happy marriage.,D
280,s280,"(This story resembles No. 283, which see. Heroine's name also ""Guldtaerning"".)",D
281,s281,"Heroine persuades widowed father to marry her widowed governess; afterwards to admit her daughter --Ill-treated heroine (by step-mother)--Menial heroine--Heroine has fish to cook; a red-and-gold fish slips from her hand into sink; bids her not weep at loss gives her pomegranate and tells her when in need to come to sea-shore and repeat verse. Heroine stands on balcony to eat pomegranate; it falls from her hand into garden which adjoins king's garden. Next morning a tree has sprung up where it fell, bearing yellow and red apples. King would know when and by whom tree was planted; orders pomegranates to be picked; no one can reach them. Sage informs king that en chanted fruit can only be plucked by one destined to be his bride--Fruit-picking Marriage test. Tree bows down to heroine who is to be king's bride. Heroine's father now dead, step-mother persuades king to let her live with heroine. Hides own daughter in carriage and on way to palace, pulls out heroine's eyes arid flings her under carriage--Substituted bride--Heroine wanders to village, exchanges clothes with shepherdess, who leads her to sea shore. Heroine repeats verse, fish appears, bids her go to neighbouring town with basket of apricots. Step-mother wants to buy them for daughter who craves them; heroine only parts with them in exchange for an eye. Step-mother gives one which she has torn from heroine; fish replaces it in orbit, and bids her sell figs for other eye. Fish replaces second eye, and sends heroine to buy old woman skin, put it on, and seek lodging at palace. Heroine cuts off fish's head by request, re-transofrming him to handsome youth who gives her magic wand and vanishes. Heroine is refused admittance at palace till king orders it--Meeting-place (ball)--Magic dresses (by means of wantd)--Two-fold flight--Thick mist hides heroine from pursuers--Lovesick prince--Recognition food (contains ring given at ball)--Prince proclaims her his true wife; exposes imposture. Heroine would pardon step-mother and step-sister, but court advise retaliation--Happy marriage--Villain Nemesis (eyes put out).",D
282,s282,"Princess may not marry her choice; is sent to wilderness-- Outcast heroine--Menial heroine (takes service in lover's palace)--Prince to wed old princess when she has finished her web; Woodencloak finishes it. Bride cannot wear wedding-gown; sends Woodencloak as bride. Prince gives her an apple and gold ring; asks these from old princess in the evening. She must go to Woodencloak, who in the end becomes queen-- Happy marriage.",D
283,s283,"King goes to war, leaving three daughters in mound with victuals for seven years. Father slain, princesses forgotten. Dog and cat eaten; elder sisters die. Heroine eats mouse; digs way out--Menial heroine (gooseherd; cook at father's palace)--New king's bride sends heroine to church in her stead; cannot presently repeat to bridegroom things said on way to church, nor return glove given as pledge; brings heroine under her cloak to restore glove. Prince holds heroine fast--Happy marriage--Villain Nemesis.",D
284,s284,"English prince woos Danish princess; may not have her. War ensues. Danish king walls up heroine with seven maidens on island with provisions for seven years. King slain; heroine for gotten. Maidens in turn all killed and eaten. heroine eats dog and cat, then mice, hanging mouse-skins on strings. Gets out of castle; signals to ship; is rescued and landed at capital--Menial heroine (scullery-maid at father's palace)--New king will wed anyone who can finish web (heroine's)--Duke's daughter tries; heroine finishes web for her. Bride, afraid to ride heroine's horse to church, bribes heroine to go in her stead; cannot presently repeat to bridegroom things said on way to church, nor return his gold gloves; brings heroine into darkened room to restore gloves. Prince holds her fast--Happy marriage.",D
285,s285,Heroine dresses in dead mother's skin to hide her extreme beauty -- Heroine disguise -- Menial heroine (gooseherd) -- Heroine mounts tower to doff disguise; geese see her and sing. Cook overhears; spies at key-hole at night; tells prince. Cook steals skin from under bolster--Heroine discovered--Happy marriage.,D
286,s286,"Ill-treated heroine (by step-mother) --King is absent, step mother sends heroine to forest with assassins. They spare her; delude queen with heart and eyes of lamb, and blood-stained dress. Assassins treacherously killed. Feigned mourning for heroine--Old woman aid--Queen informed that heroine has been seen at window, offers witch reward to kill her. Heroine disregards old woman's injunction, and admits beggar (witch) who gives her nosegay and necklet of flowers which send her into trance. Old woman puts her in coffin, lights four candles and abandons house. Hunting prince finds and tries to resuscitate beautiful corpse. Takes coffin to his own room in palace. Mother persuades him to leave it to give audience; meanwhile she enters room with two maidens. They remove nosegay and necklet; corpse comes to life--Happy marriage--Parents bidden to wedding--Villain Nemesis (step-mother burnt).",D
288,s288,"Father, defeated in battle and mortally wounded, directs heroine to escape--Heroine disguise (rags)--Heroine flight-- Knight Aid--He bids rock open disclosing treasure, which heroine may use--He will return in seven years, and she must by no means have forgotten his name--Menial heroine (poultry-maid at nobleman's castle)--Magic dresses (from rock)--meeting-place (church)--Threefold flight--Money scattered to hinder pursuit--Lovesick baron, will eat nothing but pancakes--Cook's pancakes are burned; heroine's are used--Recognition food (contains ring slipt on heroine's finger at church, and diamond ring taken from rock)--Heroine appears before baron in state after visiting rock--Happy marriage--The seven years pass, mysterious knight returns. Heroine has forgotten hi name. He takes her to rock, which opens and, in place of treasure, discloses all the misery she might have relieved. Husband finds dead body of heroine kneeling beside treasure-rock.",D
289,s289,"Ill-treated heroine (by witch step-mother); forbidden to marry prince; shut up for seven years in underground cave. Heroine ties gold and silver thread round roots of lime-tree. Wolf falls through roof of cave; heroine dragged out by wolf. Horse waiting to carry her to castle--Menial heroine (kitchen-maid)--Witch's daughter sends heroine to church in her stead as prince's bride cannot presently return glove to prince; brings heroine to stretch out hand, which prince holds fast--Happy marriage--Villain Nemesis (step-mother and step-sister thrown into cave).",D
290,s290,"King adopts nephew as successor, betrothing him to daughter--King slain in battle. Sorceress step-mother entraps heroine into hill chamber, shutting her in with seven maidens. Wolf brings them food. One maiden dies every year. Heroine, left alone, gets out by aid of wolf--[Helpful animal] --Is carried into forest, where charcoal-burner's wife succours her--Menial heroine (spinning-maid at palace)-- king betrothed to sorceress's daughter, who must weave, sew, and ride, to prove her abilities. Heroine exchanges clothes with step-sister, and passes tests. Bride sends heroine to church in her stead--[Animal witness]. Cuckoo discloses bride's shame. Bride cannot presently repeat to bridegroom things said on way to church, nor return ring. King finds her struggling to get it from heroine--Recognition of princess, supposed dead--Happy marriage--Villain Nemesis (step-mother and step-sister).",D
291,s291,"Princess betrothed to prince; their fathers disagree and go to var. Heroine with two maids and dog shut up in mound with provisions for three years. Both kings killed; heroine forgotten; prince reigns. Heroine eats dog; maids die. Wolf scratches hole in mound; heroine rides on its back; is found in forest by charcoal-burner, whom she serves--Menial heroine (at betrothed's palace)--Prince's bride sends heroine to church in her stead; at feast cannot repeat to bridegroom the things said on way to church, nor show ring. She brings heroine beneath her cloak to stretch out hand wearing ring. Prince seizes heroine's hand. Explanation--Happy marriage.",D
292,s292,"Father goes to war, leaving heroine with dog and cat inside mound, and with provisions for seven years. Father is killed, and heroine forgotten. Victuals failing, she cats dog and cat, then lives on mice, making cloak of their skins. Digs way out of mound; leaves some mouse-skins on sticks round it--Heroine disguise (mouse-skin cloak)--Menial heroine (cook at father's palace)--New king and his betrothed cannot unlock palace doors; heroine knows keys--Bride changes clothes with heroine, whom she sends to church in her stead to marry king, appearing herself at wedding feast. At night betrothed must repeat to bridegroom what she said on way to church; consults cook. Must return glove given as pledge; heroine will only deliver it up to bridegroom, who seizes her hand stretched out from behind betrothed--Happy marriage.",D
293,s293,"Squire builds chamber in mound for daughter during war; shuts her in it for seven years. Heroine makes herself gold and silver dresses; then, victuals failing, digs way out. Dog catches mice, which she eats, making cloak of skins--Heroine disguise (mouse-skin cloak)--Menial heroine (scullery-maid at old home)--New squire about to be married. Bride, being in love with another, persuades heroine to go to church in her stead; cannot show wedding-ring to bridegroom during dance; fetches heroine to stretch out hand in dark passage. Bridegroom holds her fast. Heroine drops disguise, appearing in gold dress--Happy marriage. Betrothed marries own lover.",D
299,s299,"Prince woos heroine; goes to war with king, her father-- Heroine and maid shut up in underground chamber with pro visions for seven years. King slain; castle burned down; but heroine's unfinished web rescued. New king will wed anyone who can finish it--Heroine catches mice for food; gets out of cave--Menial heroine begs at new king's castle; finishes web for sorceress; goes to church in her stead. Sorceress cannot presently repeat to bridegroom things said on way to church, nor return glove; persuades heroine to enter dark room and stretch out hand holding glove. King holds her fast--Happy marriage --Villain Nemesis.",D
301,s301,"Ill-treated heroine (by step-mother)--Father persuaded to lead heroine to forest--Tasks, strawberry-picking, spinning--Heroine passes night in cottage, lights the fire, and cooks--Helpful animal (mouse), in return for food, helps heroine to outwit hear, with whom she must play at blind-man's buff. Heroine receives riches and horses as prize for winning game--Animal witness (dog) announces heroine's return with gifts--Step-mother, jealous, sends own daughter to forest. She drives mouse away, and is devoured by bear--Animal witness (dog) announces return of father from fetching woman's daughter, carrying her bones in a sack--Villain Nemesis. Step-mother dies of grief--Happy marriage.",D
302,s302,"King shuts heroine in cavern with maid, clog, cock, and pro visions for seven years--King killed during war--Heroine gets out of cavern lives with charcoal-burner. Sets out to seek service. Gives dog to wolf, and is helped over sea--Menial heroine (waiting-maid at palace of betrothed)--Prince to wed anyone who can finish princess's ( = heroine's) web, ant wash stains from kerchief. Heroine performs tasks for mistress; roust go to church in her stead. Bride cannot presently repeat to prince words said on way to church, or show girdle which only he can unclasp from heroine's waist. Heroine sent for; recognised-- Happy marriage.",D
303,s303,"Father goes to war, leaving heroine and dog inside mound which she may not leave for seven years. Heroine and dog live on mice, of whose skins she makes cloak to cover gold dress. Lacking food she digs way out of mound when seven years have well-nigh passed. Heroine disguise--Menial heroine, takes service at father's old home, where preparations are being made for wedding of new owner. Bride persuades heroine to don bridal dress in her stead, that bride may marry man she loves. After church ceremony they exchange dresses again, but heroine retains ring on finger. At wedding-ball bridegroom misses ring from bride's finger. She runs to heroine, who will only stretch forth hand in dark. Bridegroom drags her into ballroom; sees girl in mouse-skin dress. Heroine casts off disguise, appears in gold dress, and tells her story--Happy marriage.",D
304,s304,"Ill-treated heroine (by employers). Heroine is trusted servant to king and queen. Treasury is robbed and heroine unjustly accused and condemned to death. Assassins spare her and delude king with heart of ass--Heroine disguise (ass-skin).-- Menial heroine (goose-girl) at palace--Old woman aid--Magic dresses--Meeting-place (ball)--Token objects named--Threefold flight--Heroine promises to marry prince and accepts ring-- Lovesick prince -- Recognition food -- Happy marriage. During wedding feast bride relates her history. King, who ordered her death, is present. Bridegroom slays him--Villain Nemesis --Heroine's children die; parents follow them to heaven.",D
310,s310,"Heroine, youngest, nicknamed Cinderella, despised, but not ill-treated--Hearth abode-- Gifts from father; heroine chooses nut; it contains Magic dresses-- Meeting-place (church)-- Two-fold flight-- Lost shoe-- Shoe marriage test on following Sunday",A
113,s113,"Ill-treated heroine (by step-mother)--Heroine given black bread and milk in cat's saucer--Task, to pick up peas--Task- performing animal (white ermine)--Magic dresses and equip- age from magic oak--Meeting-place (church)--Threefold flight--[Pitch trap]--Lost shoe--Shoe marriage test--Mutilated foot--.Animal witness (bird)--Happy marriage--Heroine re quested to stab ermine; prince springs from its blood, and vanishes.",A
2,s2,"Three sisters are to go as servants to the king's palace. Eldest meets cow with pail on its horns, asking to be milked; sheep with scissors on its horns, asking to be shorn; old man with knife in his hand, asking to be loused. She refuses each, lest she soil her hands. Gets work at palace. Second sister meets the same, and declines to help. Heroine milks cow and drinks milk; shears sheep and takes wool; louses old man, who gives her a silk dress, silver dress, gold dress, a gold carriage, gold shoes, and gold horse. Menial heroine (at palace)--Magic dresses--Meeting-place (church)--(Threefold flight)--Lost shoe--Shoe marriage test-- Happy marriage.",A
8,s8,"Ill-treated heroine and brother (by step persuaded to abandon them in the mountains. Brother is thirsty. Sister urges him not to drink (1) rain water in horse's hoof-prints, or he will turn into foal; (2) in print of ox-hoofs, or he will turn into calf; (3) buffalo-hoofs, (4) bear's paws, (5) pig's feet, and (6) wolf's feet, for fear of similar transformations. Finally, he drinks from print of sheep's foot, and is turned into ram. Heroine and ram reach home. Step-mother seeks to slay ram; heroine escapes with it to mountain. While spinning she drops distaff, which rolls into cave; goes after it, leaving ram grazing. Finds thousand- year-old crone (Dew), who offers her fish to eat, and brings snakes and dragons. Heroine is terrified, and weeps. Tells her story. Crone makes fire, puts fire-hook into stove, and says: ""If Blackness passes by, don't wake me; if Rainbow-hued flies past, put glowing fire-rake to my feet to wake me."" She goes to sleep, with head on heroine's knees. Black monster flies past. Presently, Rainbow-hued appears. Heroine throws fire-hook at feet of crone, who wakes, and finds heroine's locks and raiment turned to gold. Heroine takes leave of crone, and drives rain home. Buries gold clothes in hole near stove, and dons old ones before she is seen by step-mother, who notices gold locks, learns how she got them, and all that has happened. Sends own daughter to mountain to do likewise. Crone turns her into scare-crow, and sends her hack. Step-mother and step-sister go to see wedding. Heroine follows in Magic dress--Hurries home before them-- Lost shoe. It falls into stream. King's horses, seeing gold shoe, refuse to drink. Wise men discover reason: shoe taken to King--Shoe marriage test --Animal witness (cock)--Happy marriage -- Ram taken to palace--Step-mother and step-sister visit heroine; propose bathing; push her far out to sea. Fish swallows heroine. Substituted bride. Heroine, inside fish, hears voice of bell-ringer; begs him cross himself seven times, and tell King not to slay brother ram. King goes at night to sea-shore with bell-ringer; hears heroine's voice; springs into sea, cuts open fish with sword, and delivers her--Villain Nemesis. Step-mother and step-sister bound to horse's tail--Three apples fall from heaven.",A
10,s10,"New queen sought for widowed king Mˆni. Harp-playing widowed queen, with one daughter, chosen. Ill-treated heroine (by step-mother and step-sister)--Spell wrought by step-mother causing heroine and step-sister, through exchange of dresses, to change places and shapes. Heroine (Mjadveig) bound hand and foot--Mother help (in dream)--Magic food-producing cloth--Spy on heroine--Magic cloth stolen by step-sister--Hero me, directed by mother in dream, escapes to house by the sea. Key opens house by charm only--One day heroine takes fright at sight of ships. Leader of fleet lands and picks up Lost shoe--Shoe marriage test--Hero goes to Mˆni's house in quest of the real Mjadveig--Mutilated foot--False bride--Animal witness (birds)--Spell dissolving plate put by prince on false bride's shoulders, transforms her to troll--Villain Nemesis (killed and salted).--Happy marriage--Salted flesh of false bride, given to step-mother to eat at wedding, transforms her to troll--Villain Nemesis (blown up with gunpowder)--Heroine has son. Bathwoman puts spell on her; they exchange dresses, places, and shapes--Herdsman sees heroine inside glass hall on rock which giant drags into sea by iron chain. Dwarf tells herdsman how to release heroine, giving axe with which to cut iron chain--Giant blinded by contents of bag flung by dwarf--Heroine delivered-- Herdsman informs prince; is made earl--Spell-dissolving board put by prince on bath-woman transforms her to troll--Villain Nemesis (killed)--Hero and heroine reunited.",A
17,s17,"Elder sisters kill and eat mother. Youngest, Staetopouta (Aschenputtel), refuses to partake; collects mother's bones and buries them under tree. Bird sings overhead--Help at grave-- Magic dresses--Ill-treated heroine (by envious sisters)--Menialheroine--Meeting-place (church)--Sisters go together; prince falls in love with heroine--Trap (honey not pitch)--Every woman loses a shoe: heroine's is the smallest-- -Lost shoe--Shoe marriage test--Sisters hide heroine in hen-house; prince discovers her--Happy marriage--Old woman sent by sisters transforms heroine into bird whilst dressing her hair. Bird escapes from her on to roof. Prince hears it singing and has it caught. Bird tells him what has happened. Old woman, compelled to remove spell, bids prince pluck out feathers, whereupon heroine is re transformed--Villain Nemesis.",A
18,s18,"Governess counsels heroine to murder unkind step-mother and to persuade father to marry her--Ill-treated heroine (by governess step-mother)--Fairy Dove aid--Hearth abode--Gifts chosen from father. Heroine bids him ask fairy dove on island of Sardinia to send her something. Ship will not move because he forgets this. Captain dreams reason why. Fairy dove sends heroine gold palm branch (which she plants), gold flower pot, gold spade, silk kerchief -- Magic dresses -- Meeting-place (festival) -- Three-fold flight--Gold and jewels thrown to pursuers--Lost shoe--Shoe marriage test, after banquet to which all are invited: unsuccessful. Second shoe test: Heroine is present--Happy marriage.",A
19,s19,"Ill-treated heroine (by step-mother and step-sisters) -- Menial heroine -- Hearth-abode -- Gifts chosen from father-- Heroine chooses hazel-twig and plants it on mother's grave -- Help at grave-- Task (grain-sorting) -- Task-performing animals (birds)--Magic dresses--Meeting-place (ball)--Three fold flight--Lost shoe--Shoe marriage test--Happy marriage--Villain Nemesis.",A
49,s49,"Ill-treated heroine (by mother and sisters)--Tasks (sorting)-- Task-performing animal (white dove) --Magic dresses from willow-tree- (not as meeting-place)--Lost shoe--Shoe marriage test--Mutilated feet--False brides--Animal witness (dog)--Happy marriage --Garden-trees follow heroine to new home.",A
50,s50,"Spinning by mother and three daughters for wager. First who drops spindle to be eaten by others--Elder sisters kill and eat mother--Weeping heroine sits on dirty saddle under henroost-- Collects bones; buries them near hearth--Ill-treated heroine (by sisters)--Grave help--Bones transformed to coins and Magic dresses --Meeting-place (church) -- Threefold flight-- Heroine scatters coins to detain pursuers--Lost Shoe--Shoe marriage test--Happy marriage--Heroine, after birth of child, put into chest by sisters and flung into river--Imbecile woman finds and opens chest; runs away from heroine--Magical castle obtained by prayers, removable at will --Spoons and forks, etc., come, and table spreads itself at command--Speaking furniture, etc.-- Hunting prince comes to castle. Spoon stolen by him leads to explanations and recognition of heroine. Villain Nemesis.",A
52,s52,"Ill-treated heroine (by mother and elder sister)--Hearth abode--Tasks, spinning--Task-performing animal (goat)-- Sister spies--Slaying of helpful animal--Heroine washes en trails of goat; finds golden apple--Magic dresses (from apple tree)--Meeting-place (ball)--Threefold flight--Lost shoe--Shoe [marriage] test--Mutilated foot-- Happy marriage.",A
53,s53,"Elder sisters, jealous of youngest, contrive mother's death. All spin on roof of house: first to break thread to be killed and eaten. Mother breaks thread three times: is eaten by sisters. Heroine collects bones as bidden, and smokes them for forty days-- (Revivified bones)--Magic dresses--Meeting-place (wedding)--Lost shoe--Shoe marriage test--Happy marriage--After wedding, heroine returns to fetch treasure (= transformed bones) and gives share of it to sisters.",A
56,s56,"King and queen, poor, plan to desert three daughters--Youngest, overhearing, gets clue of thread from Fairy god-mother, and leads sisters home --Second time she gets sack of ashes and Magic dresses (afterwards stolen by sisters). Third time sisters make trail of grain, which birds eat. Tree grows from acorns planted by heroine; she mounts it to spy; sees house to which they travel. One-eyed cannibal giant and giantess put to death by heroine's device--Ill-treated heroine (by elder sisters)--Menial heroine-- Heroine finds gold key in ashes; it opens chest containing Magic dresses--Meeting-place (ball) --Flight (manifold)--Lost shoe-- Lovesick prince -- Shoe marriage test -- Magic steed takes heroine to palace --Father's restoration task--Happy marriage--Sisters marry princes.",A
58,s58,"Ill-treated heroine (by queen step-mother, because mirror says she is the more beautiful)--Task (grain-sorting)--Task-performing pigeons--Magic dresses from treasure-oak--Meeting-place (church)--[Twofold flight]--Step-mother orders death of heroine. Servants delude queen with dog's heart, and finger of corpse with heroine's ring on it--Pigeons give magic ball, which conducts heroine to treasure-oak--Virgin aid--Menial heroine (swineherd)--Heroine disguise (pigskins)--Meeting-place (church)--Prince passing swine drops (1) ring, (2) stick; heroine restores both, and he strikes her--Fourfold flight--Pitch trap--Lost shoe--Shoe marriage test--Token objects named-- Happy marriage-- Villain Nemesis--Queen faints on learning from mirror that there lives a woman more lovely than herself.",A
70,s70,"Ill-treated heroine (by step-mother)--Menial heroine (minds cows)--Tasks (spinning)--Dead mother help at grave --Task-performing animal (cow) --Spy on heroine. One-eyed step sister and two-eyed step-sister sent to sleep by hairdressing. Three-eyed step-sister sees with third eye--Slaying of helpful animal--Heroine washes paunch finds therein ring, barley-corn, and oat, which she plants. Magic well and magic tree. Only heroine can draw the wine and pick apples for prince, who will wed her. Heroine shut up; witch dresses own daughter for wedding. She cannot wear Shoes prince sends [shoe marriage test]--Mutilated feet--False bride--Animal witness (bird = transformed heroine)-- Happy marriage.",A
71,s71,"Ill-treated heroine (by step-mother)--Menial heroine (tends cow)-[Slaying of helpful animal]. Step-mother kills pet cow-- Gold shoes found in cow--Heroine shut up in turret--Prince comes for heroine--Mutilated feet--False bride--Animal witness (pet dog)--False bride returned--Step-mother consults witch; gives black cat to heroine to eat, but she does not die-- Father and heroine resolve to cross sea; step-mother pushes boat off with heroine only--She lands at desert island; bears black cat, which swims to port, and steals provisions for mother from Mr. Rio. On second occasion cat is detected, attacks Mr. Rio; in return for provisions warns him of plot to murder him. Rio counterplots; lover murders his rival instead. Rio accused and led to scaffold. Black cat denounces murderess, who is executed. Heroine to marry Mr. Rio; cat steals dresses for bet; fetches her in boat --Happy marriage--Visit to heroine's kinsfolk--Black cat has combat with witch; vomits fire, and consumes her. Treats step-mother similarly. Bids Mr. Rio cut him open; beautiful prince springs forth, a great magician.",A
73,s73,"Ill-treated heroine (by step-mother)--Lost shoe--Shoe marriage test--. Mutilated feet--Animal witness (birds) -- Happy marriage.(NOTE.--.Story resembles Arnason's ""Story of Mjadveig"", but is incomplete.)",A
74,s74,"Ill-treated heroine (by step-mother and younger step-sisters)--Hearth abode--Menial heroine--Task, grain-sorting--Gifts chosen by three daughters from father. Heroine chooses twig-- Help (at well)--Dwarf gives magic wand--Magic dresses-- Meeting-place (ball)-Threefold flight--Pitch-trap--Lost shoe--Shoe marriage test--Mutilated feet --Happy marriage.",A
75,s75,"Ill-treated heroine (by mother and sister)--Menial heroine- Hearth abode--Help (at tree)--Dwarf teaches magic formula-- Magic dresses-- Meeting-place (church)--Flight (sixfold)-- Pitch-trap--Lost shoe--Shoe marriage test--Mutilated foot, (not sister's)--Happy marriage.",A
82,s82,"Ill-treated heroine (by step-mother)--Help at grave--Magic wand to touch horns of ox and get food [Cornucopia]--Heroine speaks magic words, and enters hill; finds food, three horses, and Magic dresses--Meeting-place (church)--Threefold flight--Lost glove, shoe, and ring [lost shoe]-[Marriage tests--Happy marriage].",A
83,s83,"[This story resembles "" Kari Trasestak"" (see No. 30), except that the troll in the copper wood has six horns, in the silver wood eight, in the gold wood ten. Also there occurs the magic formula, ""Light before, dark behind, etc.""]",A
84,s84,"Parents die, leaving baking-pan and cat. Boy takes former; heroine takes cat--Menial heroine (at palace)--Helpful animal (cat) catches venison; buys Magic dresses--Meeting-place (church)--Threefold flight--Lost whip and handkerchief, and Lost shoe--Shoe marriage test--Happy marriage.",A
85,s85,"Heroine sets out into the world with Magic dresses--Helpful animal (ox)--Heroine cuts off its head, transforming it into horse for her to ride--Heroine disguise (wooden dress)--Menial heroine (at palace)-[Continuation like ""Kari Trasestak"" (No. 30)].",A
86,s86,"Menial heroine (at palace)--Wooden dress worn out of poverty--Heroine carries water to king; he throws it over her; she is sent to rivulet for more; catches fish, sets it free, receiving as reward gold horse and saddle, and Magic dress--Meeting-place (church)---Flight [heroine flight]---Lost shoe--Shoe marriage test-- Mutilated foot (not step-sister's)--False bride--Animal ,witness (bird)-- Happy marriage.",A
87,s87,"Ill-treated heroine (by step-mother)---Tasks (grain-sorting from ashes)--Task-performing birds [task-performing animal]--Help at grave of dead mother--Angel gives Magic dress--Meeting-place (a place called ""Vald""). [Narrator remembered no more.]",A
88,s88,"Ill-treated heroine (by step-mother)--Gifts from father heroine gets branch of nut-tree and some nuts--Task (grain-sorting) -- Heroine drops nuts into well -- helpful animal (frog) restores one containing Magic dress--Task-performing pigeons [task-performing animal]--Meeting-place (church)--Threefold flight--Heroine enveloped in mist--Hiding of dress under stone; frog guards it --Pitch trap--Lost shoe--Shoe marriage test--Mutilated foot (step-sister's)--Heroine hidden under trough--Animal witness (cock)--Happy marriage--Pigeons, cock, and heroine's father accompany her.",A
